State,Annual average
ME,182308.33
PA,123000
VA,228300
TN,66175
KY,123600
OH,96433.33
WA,176900
WI,100358.33
MO,133066.67
OR,153600
MA,555183.33
NY,1059741.67
MD,50783.33
TN,165558.33
VA,217266.67
GA,135091.67
NY,97608.33
WI,185575
AR,121550
PA,95500
MD,342050
WI,187025
MN,253050
IL,106366.67
VA,286108.33
NC,215391.67
MN,195450
ID,133666.67
CA,206050
ME,160800
PA,142783.33
MA,833300
NH,256725
NY,202741.67
NC,76991.67
MN,157666.67
IN,129825
IL,211575
OK,260275
MD,268891.67
NC,122008.33
ME,198883.33
TN,58383.33
TN,115233.33
OH,127400
VA,123900
AR,135391.67
WA,179583.33
NH,296883.33
OH,96300
MN,180583.33
AR,108508.33
OK,150750
CO,370558.33
HI,249125
OR,300141.67
CT,171875
SC,133800
AR,106133.33
MA,187883.33
PA,65966.67
MD,149158.33
AL,153216.67
ID,169041.67
MN,215741.67
IL,93391.67
LA,234758.33
NJ,556841.67
GA,151466.67
CT,508291.67
PA,154625
IL,195691.67
TX,117066.67
TX,216291.67
TN,243808.33
OH,93833.33
NM,156783.33
OH,107516.67
IA,197291.67
NJ,239475
KY,62475
OH,88291.67
HI,401900
NY,123725
PA,149791.67
PA,102991.67
PA,196875
CO,373591.67
NY,135041.67
CA,240933.33
MA,404200
PA,117200
WI,176575
TX,141241.67
NC,39800
GA,218333.33
FL,107266.67
KY,115816.67
OH,81966.67
OK,64016.67
TX,90925
NY,390316.67
NY,74316.67
VA,201541.67
OR,421383.33
IN,136066.67
MI,74316.67
IA,194375
KS,62491.67
WV,77091.67
TN,113433.33
KS,68400
VT,167075
IL,46775
HI,1031025
OR,137275
NY,210325
MS,87425
WI,152775
KS,60991.67
NV,306050
CT,355750
IL,95708.33
TN,114058.33
MI,165541.67
MI,134350
MN,169816.67
PA,84433.33
OH,150833.33
KS,56408.33
MN,119025
NY,132608.33
NY,122533.33
NY,121375
SC,74808.33
IN,134133.33
IA,269783.33
MN,200458.33
SC,149558.33
NH,213683.33
TN,59000
OH,114675
MN,310516.67
KS,112308.33
NY,145875
FL,146300
TN,106500
PA,58258.33
NC,78633.33
AL,81725
WI,153200
KS,129591.67
VT,263316.67
OH,90825
GA,177133.33
AL,217683.33
ND,99975
CA,466650
MA,240741.67
MI,360150
MO,61975
KS,113183.33
MO,136266.67
NY,229850
NY,366533.33
OH,86841.67
MN,175025
NH,160416.67
PA,145233.33
TN,49883.33
IA,169825
PA,138091.67
SC,74225
OH,128225
IN,188366.67
MI,112750
MN,214275
OK,102341.67
PA,111866.67
NH,315383.33
WI,190716.67
NE,116341.67
IA,108175
KS,113058.33
CO,368708.33
TN,210283.33
MS,76558.33
TN,114725
WA,251716.67
VA,321225
NY,92808.33
OH,108150
CA,2883000
PA,179575
GA,212275
NC,239283.33
IN,130333.33
WI,301641.67
VT,189525
NJ,354691.67
VA,437808.33
OH,147108.33
IN,98083.33
PA,201616.67
MN,249466.67
OK,152775
KY,145100
OR,231925
TN,77108.33
WI,186983.33
MD,106208.33
TN,75858.33
MS,90083.33
IN,151000
NY,215708.33
WI,173850
MN,159283.33
OK,159608.33
TX,94933.33
TX,127483.33
PA,477258.33
PA,155741.67
VA,293183.33
OH,146633.33
IN,145691.67
MO,71358.33
NY,82216.67
NC,198850
KS,134725
TX,52500
NY,101741.67
AL,98183.33
IN,105158.33
IL,161058.33
NE,256775
NC,69225
NC,171750
CA,205050
WI,137675
MT,256116.67
MO,158758.33
KS,148583.33
NH,228158.33
NY,77725
IL,146791.67
IA,101441.67
MN,122383.33
NY,301950
NY,172875
PA,145000
WI,96450
MN,138325
OH,181308.33
WI,190416.67
IL,319808.33
NJ,269966.67
PA,194600
IL,117766.67
NY,117716.67
OK,27166.67
OH,134383.33
IL,135525
MO,111200
NH,235816.67
NY,69175
VA,62708.33
OH,149075
IA,86658.33
IL,49508.33
NY,82325
PA,73200
TN,94483.33
MI,86000
MO,108583.33
TX,320025
NY,295741.67
IL,103675
MO,141908.33
FL,130758.33
WI,141658.33
CO,257750
OR,348350
NY,86050
TN,51875
MN,166241.67
NH,182041.67
WI,158550
IL,47908.33
MN,127458.33
NH,469041.67
CT,217008.33
NY,112116.67
PA,97383.33
MA,258800
PA,214816.67
MN,213791.67
AR,106566.67
NY,135383.33
CA,205758.33
VA,135641.67
OH,88308.33
IN,175916.67
MI,155716.67
WI,113808.33
MO,175350
ID,263333.33
NC,376841.67
GA,108191.67
MI,142091.67
MO,206616.67
MT,191333.33
GA,177650
OH,260283.33
IN,121783.33
WI,185883.33
TX,114825
VT,296041.67
CT,417316.67
ID,192441.67
MA,743900
CT,204975
PA,165466.67
MD,360650
OH,163308.33
NY,108866.67
NY,123533.33
PA,354041.67
MS,129291.67
OH,86375
IA,132225
IA,175075
WA,409408.33
MD,328475
MD,173458.33
WI,163333.33
MS,78250
WI,228575
KS,168950
TX,157766.67
OH,105941.67
WA,207400
WI,168600
ND,192150
NY,247100
NY,142983.33
MO,50933.33
KS,50400
CA,152216.67
PA,233750
PA,217250
VA,191875
TN,99425
MA,412716.67
NY,257450
NY,123266.67
NY,157758.33
OH,98900
OH,147150
MI,180716.67
KS,137675
CO,392833.33
SC,109183.33
IL,87158.33
MD,159341.67
MN,299950
NC,186783.33
TN,82883.33
WI,179000
ND,139091.67
NY,177491.67
NY,127316.67
PA,307883.33
PA,219250
WV,115275
FL,118150
MO,232533.33
OK,59383.33
OK,227600
NY,229825
PA,152283.33
NC,93158.33
FL,981158.33
IN,139275
OH,127850
NH,228908.33
MD,377650
WI,202758.33
PA,66091.67
VA,165066.67
CA,191041.67
PA,126391.67
VA,213333.33
KY,145425
WI,291666.67
CA,908925
ME,155833.33
PA,113208.33
WI,82950
RI,237925
ME,439325
NC,89950
MI,95325
NJ,270641.67
MD,277800
VA,186466.67
GA,88666.67
MI,155516.67
IA,236650
OK,86191.67
PA,124308.33
PA,102925
GA,74191.67
OH,119275
WI,138050
MN,232533.33
IL,487641.67
AL,87416.67
NY,98850
PA,132083.33
MI,48191.67
UT,169416.67
NH,264883.33
NC,43883.33
TN,118300
IA,232925
WI,267808.33
OK,98966.67
ID,221525
NY,85166.67
PA,301041.67
VA,202575
IN,139725
IN,176766.67
OK,101541.67
KY,150500
WV,90075
WV,44466.67
SC,78150
OH,83900
MN,162083.33
IL,167475
IL,136241.67
AR,54333.33
NY,121016.67
VA,91066.67
MI,179025
MI,77941.67
IL,110250
NH,321333.33
MD,316341.67
IA,94283.33
HI,891125
WI,168075
OR,162016.67
GA,60391.67
FL,122891.67
IL,29891.67
PA,137308.33
MI,141683.33
IA,147491.67
ND,120283.33
IL,143816.67
WA,300850
NY,180408.33
NY,119825
VA,159183.33
IA,130075
WI,161658.33
NH,261850
NY,244358.33
NC,119108.33
MI,117900
OK,97283.33
UT,238100
NY,109591.67
TN,182733.33
TX,84766.67
ID,110858.33
OH,113525
MI,150650
MI,143075
NY,127500
WI,190975
WI,131575
NY,110816.67
MO,158133.33
NY,87183.33
MD,254900
OH,144433.33
MI,51825
NE,82291.67
CA,304650
WA,276175
NY,125133.33
WA,246283.33
PA,158400
IA,117383.33
MO,146883.33
IA,110866.67
IA,161458.33
TX,98116.67
OR,353891.67
NH,245875
NY,1092075
MI,78550
CA,432008.33
NY,208433.33
GA,166083.33
WI,102908.33
CA,421808.33
NY,79933.33
NC,145225
IN,113291.67
MN,210400
AZ,158508.33
NY,210933.33
SC,75075
CA,270800
NH,323950
WI,106291.67
MN,107208.33
NY,119616.67
CA,1225100
NY,328358.33
MD,224166.67
IN,85733.33
MI,142741.67
NC,94833.33
GA,113283.33
GA,120741.67
IN,92091.67
PA,269775
OH,83750
IN,120650
MO,105483.33
OR,170541.67
VA,113225
IL,137016.67
MO,193191.67
NH,195866.67
PA,74408.33
OH,148550
MI,126291.67
PA,129108.33
VA,441941.67
NC,54025
MI,70016.67
MA,241575
AL,172033.33
TN,84075
MI,128908.33
KS,168058.33
IN,143008.33
IL,184733.33
VT,173266.67
TX,64758.33
NY,479275
PA,55341.67
ID,491758.33
NY,176033.33
HI,458958.33
NY,276733.33
VA,257350
AL,189116.67
TN,81183.33
MI,118458.33
MA,1021900
VA,708516.67
VA,232366.67
OH,25350
KS,155116.67
AZ,240800
NJ,410366.67
NY,133933.33
AL,38283.33
IL,82033.33
KS,143400
NY,139600
IA,229291.67
MO,121100
TX,141308.33
MN,290108.33
KS,100566.67
NH,220033.33
NJ,954050
IA,166733.33
PA,139675
TN,127825
IN,103308.33
NY,122900
PA,159908.33
WI,218891.67
IL,51041.67
NJ,157150
NY,72091.67
MO,151733.33
KS,49550
AR,76950
NY,185950
NY,90475
KY,132900
NY,104708.33
NE,81591.67
VT,179050
NY,79625
MI,165008.33
NY,91825
TN,531516.67
NH,242141.67
TN,96475
IN,71158.33
AR,108133.33
IA,176725
WI,140150
CA,450866.67
NY,103625
OH,114075
MI,80600
MI,90916.67
CA,213608.33
PA,148175
MN,195458.33
CA,220925
CT,288916.67
NY,248008.33
PA,124616.67
MD,120691.67
MI,130066.67
WV,81691.67
NH,151175
NY,229400
IA,191583.33
WA,254683.33
MO,153575
MO,149341.67
ME,306825
MD,244808.33
OH,163133.33
VA,260016.67
VA,70900
SD,212858.33
MT,147008.33
MO,172633.33
OK,163525
NJ,456133.33
PA,64525
AL,104266.67
WI,213016.67
NY,774350
PA,177325
CO,195066.67
MN,147591.67
IL,84725
TN,67491.67
OR,148975
NY,82283.33
PA,104325
WI,241950
TX,127425
WA,248058.33
CT,318058.33
NY,174658.33
NY,240766.67
FL,234125
CA,395941.67
NY,110758.33
VT,202408.33
NY,74816.67
PA,156591.67
OH,148066.67
WI,193300
MN,96058.33
CO,442433.33
CA,596366.67
NY,155808.33
NY,61541.67
OH,68541.67
CA,877100
NY,96808.33
NJ,199525
CA,431016.67
IN,106466.67
MN,192250
AR,144725
MS,91925
CT,346858.33
MN,152766.67
HI,413675
NY,112533.33
NY,77025
NY,105500
MD,153283.33
VA,201058.33
TN,59041.67
IN,91450
IN,102325
UT,194750
NY,127075
NY,91833.33
PA,63991.67
NY,75433.33
NY,171591.67
SC,30733.33
OH,136258.33
AZ,100358.33
NY,122500
SC,132616.67
WI,160291.67
NY,384308.33
PA,97233.33
PA,547716.67
NC,190925
TN,83475
IL,99058.33
FL,704758.33
IA,158733.33
TX,45291.67
NC,106016.67
IA,153066.67
KS,151741.67
TX,119150
PA,87400
NY,263308.33
PA,226575
NC,648816.67
WI,104691.67
NY,118275
NY,112183.33
MI,108783.33
WI,176741.67
VA,239108.33
PA,188608.33
MN,78583.33
TX,77275
WA,277516.67
NY,141666.67
NY,120566.67
IN,107175
NY,161683.33
NY,105591.67
IN,163216.67
IA,213866.67
IL,125908.33
IL,81283.33
OR,287391.67
NY,113108.33
NC,218925
CA,223216.67
CT,497941.67
NY,101450
NY,120641.67
SC,92591.67
VA,82175
MI,157558.33
KS,68308.33
MA,265916.67
NY,248950
NY,158075
PA,134108.33
IL,90883.33
OK,125216.67
MT,157483.33
CA,529050
NY,117000
IL,79616.67
WV,58191.67
TN,120108.33
WI,92200
MA,326566.67
NY,201258.33
NY,130375
AZ,174133.33
OH,229108.33
MO,161841.67
NY,177441.67
NC,289600
IN,91816.67
OR,314766.67
NY,179158.33
PA,60975
PA,137183.33
PA,178966.67
MN,199658.33
KS,91966.67
AR,64108.33
NY,114225
OK,43575
UT,168941.67
CA,228733.33
MA,816041.67
HI,574100
VA,198016.67
KY,116975
KY,109291.67
IA,153475
IL,1367550
OK,73358.33
PA,107583.33
NC,147241.67
GA,98441.67
CA,1111058.33
MI,227716.67
MI,95475
NE,101350
PA,80000
TN,80691.67
CA,408658.33
VA,244358.33
WI,132633.33
WI,112083.33
PA,114266.67
TN,70200
NH,286633.33
VT,384008.33
NV,454091.67
PA,219716.67
MI,132533.33
IL,180366.67
CO,93166.67
NY,179225
NY,135716.67
TN,60158.33
OH,100050
OK,51075
PA,125975
VA,61316.67
WI,102908.33
MA,224883.33
ME,420833.33
PA,232983.33
IN,128400
OR,137241.67
NY,280216.67
AL,163416.67
IN,138816.67
ID,135908.33
NJ,212291.67
PA,70900
OH,109158.33
ND,86316.67
NE,163500
NY,107808.33
IL,67675
MA,260750
NJ,334716.67
MS,66608.33
OK,83325
CA,267041.67
NY,311375
TN,64675
NY,221458.33
VA,961475
NC,181166.67
MS,203191.67
IN,158591.67
IL,137175
KS,79933.33
PA,79658.33
MN,99750
MI,244400
WI,165591.67
CA,417650
VA,725733.33
MA,422616.67
MD,711075
TN,57083.33
OH,110983.33
WI,164191.67
KS,40400
WI,151075
TX,115008.33
RI,280300
OK,86208.33
CA,377541.67
CT,436650
WI,209641.67
NJ,894900
NY,154250
OH,160933.33
PA,47416.67
DE,286908.33
OK,54116.67
IN,85758.33
MN,278583.33
NY,73175
WI,128250
IL,160058.33
OK,101575
MA,523425
VA,58650
HI,459858.33
NY,93166.67
PA,176000
VA,139875
OH,118616.67
MI,161583.33
MI,346000
IA,229266.67
LA,84908.33
NJ,182025
TX,114291.67
RI,282625
VT,266233.33
PA,77975
IN,101208.33
NY,160116.67
NY,109083.33
NC,153675
ND,140525
MT,159100
GA,112425
MI,85266.67
MN,177425
NY,113500
MS,63750
MN,88008.33
IL,70533.33
TX,87266.67
VA,221566.67
GA,228975
OH,459466.67
MI,82650
MN,178550
OH,83491.67
OH,94366.67
IN,142816.67
MI,168850
WA,291916.67
NC,118325
IL,109991.67
IL,40116.67
NH,156400
PA,154566.67
NC,75183.33
TN,82700
ID,213541.67
OR,133266.67
PA,96116.67
MI,83358.33
MI,118275
KS,83625
CA,463666.67
MA,328641.67
PA,190425
NC,206408.33
MI,97716.67
MI,128691.67
IA,116741.67
WI,194616.67
KS,71941.67
ID,205350
CA,488341.67
NY,151791.67
PA,82550
TN,115691.67
IA,174516.67
KS,63466.67
TX,43566.67
VA,118425
TN,108308.33
TN,93966.67
MN,117808.33
ID,248408.33
NY,130875
PA,96508.33
CO,327525
CA,336608.33
OH,138241.67
AR,112200
PA,126683.33
MI,69808.33
KS,100883.33
NJ,223891.67
WI,180716.67
IL,87950
MA,405000
NY,155908.33
IN,120166.67
NE,110333.33
PA,67966.67
WA,235500
VT,188125
WI,192583.33
NE,174975
NY,96183.33
VA,298591.67
MN,94700
NY,86483.33
TN,103908.33
OH,170950
IN,164891.67
MT,251791.67
WI,164308.33
MD,95133.33
TN,91758.33
IA,195150
MN,188475
ME,186375
NY,125133.33
PA,230558.33
IN,65766.67
MI,101683.33
WI,180058.33
MN,173308.33
CA,2412700
MD,61283.33
IA,178741.67
MN,233883.33
NH,181100
NY,114166.67
KS,93416.67
NH,270816.67
WI,140950
NY,131850
IN,89708.33
MN,121966.67
IL,136333.33
ID,255175
NY,63058.33
KY,77141.67
KS,50908.33
IN,98016.67
MN,225225
PA,100266.67
TN,145083.33
WI,147216.67
AL,138291.67
MN,146575
IL,128616.67
CA,175841.67
NH,196450
ME,703108.33
MN,231733.33
NY,137525
AL,136441.67
MN,158716.67
CA,872500
NH,130883.33
IL,127641.67
MO,69933.33
NY,3438158.33
NY,160250
OH,130516.67
NY,153266.67
NY,84725
NY,92216.67
MI,64675
MI,86925
NH,318991.67
NY,85516.67
IN,52941.67
OR,547725
NY,128041.67
PA,248041.67
AL,96758.33
IN,99991.67
OK,85816.67
WI,133733.33
MN,231058.33
PA,72591.67
PA,120591.67
MO,154816.67
WI,288341.67
MO,109075
TX,144375
TX,183483.33
PA,121033.33
MO,176300
NY,460666.67
MI,57500
ID,269316.67
CA,687425
VT,254966.67
TN,58183.33
MA,207058.33
IN,115625
CA,634516.67
VT,138633.33
MD,99050
OH,95225
OH,98366.67
MI,81316.67
IA,131625
VT,225633.33
ID,227758.33
OH,157516.67
KS,109425
UT,289366.67
VT,230725
NY,286625
PA,79183.33
FL,363033.33
IL,170225
IL,86441.67
KS,60958.33
UT,213633.33
TX,97233.33
NY,198358.33
IL,95591.67
KS,145183.33
CA,344958.33
PA,106550
TN,91325
NY,138241.67
OH,232900
OH,135375
NJ,2754425
NY,117925
OH,79458.33
KS,152208.33
KS,48950
NE,240633.33
WY,196191.67
SC,198675
OH,130708.33
WA,185575
PA,147466.67
GA,85033.33
MN,95041.67
KS,320158.33
ID,152391.67
MD,600183.33
MI,84141.67
MN,155941.67
MO,236966.67
VT,198525
CT,220725
NY,134133.33
PA,149583.33
GA,227625
AZ,160100
VA,478925
VA,215191.67
MN,182675
NY,323550
NY,72900
WA,419633.33
IN,221808.33
MT,283133.33
MD,909358.33
IN,122625
MN,130541.67
KS,178608.33
CT,325833.33
VA,191216.67
IL,155666.67
MD,579416.67
TN,89825
PA,87016.67
IN,138308.33
MA,184775
NY,180125
MN,225050
MT,329266.67
KS,357350
AZ,228750
PA,122850
MN,111483.33
OK,54841.67
PA,100766.67
VA,170116.67
IA,580675
KS,188075
OK,114575
NY,101758.33
PA,209541.67
VA,192416.67
NY,100108.33
OH,211616.67
MN,309775
IL,121066.67
KS,212441.67
PA,133708.33
IN,79883.33
KS,68466.67
ID,238916.67
MA,294241.67
NY,106908.33
MO,144158.33
OK,80741.67
ID,195358.33
MD,114300
TN,74475
KY,100066.67
SD,187708.33
OK,90983.33
NY,211983.33
PA,153341.67
TN,97958.33
OH,116708.33
OH,131075
IN,127950
IN,97325
MI,139683.33
MN,183116.67
MI,160958.33
CA,299408.33
NY,83466.67
PA,88700
VA,100608.33
MS,85541.67
IN,117250
NV,698616.67
NY,179000
WI,296008.33
ID,163841.67
MA,278550
NY,119275
NC,115141.67
IL,84141.67
NY,438475
NY,104466.67
PA,170600
VA,204550
IA,136775
WI,133366.67
MO,47883.33
NY,170025
NY,65983.33
VA,183908.33
MN,292966.67
OR,223125
IL,87916.67
OK,35116.67
TX,290925
PA,197833.33
MD,662275
MD,442291.67
GA,174800
IL,60333.33
CA,279900
NH,222316.67
MD,803241.67
MO,314825
MD,456858.33
MI,74116.67
ME,225825
OH,172766.67
OH,84283.33
WI,77100
MN,305141.67
MT,145975
MT,348725
IN,196433.33
IN,99425
IL,152000
NY,100758.33
WI,222383.33
NY,108025
IN,122966.67
IL,184441.67
NY,142183.33
VA,184391.67
IA,180233.33
MN,148341.67
VA,67591.67
IL,83516.67
NY,131458.33
PA,125191.67
NY,290325
MI,84108.33
MT,332191.67
WV,278741.67
NC,149225
IN,96633.33
MN,123100
TN,43833.33
OH,163558.33
OH,125183.33
IN,84100
IA,108466.67
IN,161483.33
CO,376991.67
MT,166750
NY,100800
VA,107233.33
GA,122891.67
AL,164175
TN,135191.67
MN,190641.67
ND,61966.67
PA,87233.33
IA,198575
IA,355325
NH,428141.67
MI,140166.67
IA,163650
NY,202441.67
NY,177350
NY,142525
MO,51458.33
NY,151058.33
NY,69250
KS,100891.67
NY,100533.33
IN,94675
IA,174741.67
WI,240650
CA,555000
WI,129841.67
KS,161491.67
KS,101633.33
NE,208025
TN,171533.33
WI,99050
MN,140216.67
IL,66575
MD,118208.33
TN,102408.33
KS,164075
TX,84891.67
CA,846025
NY,202100
MO,166925
CO,446166.67
NY,410791.67
TN,81633.33
IA,130058.33
KS,138075
CT,520900
IA,196733.33
MD,315150
MN,211333.33
MT,179633.33
IL,152283.33
OH,155500
OH,128841.67
MI,125125
NY,103958.33
WV,108758.33
IN,97608.33
IA,133625
MN,207708.33
CO,1036341.67
NH,279641.67
NY,117183.33
VA,212633.33
OH,145450
ME,149675
NY,182675
NC,292633.33
OH,163775
IN,78483.33
IN,70358.33
IA,118083.33
IL,149583.33
IL,127258.33
OH,230608.33
IL,64608.33
NE,123941.67
NY,72083.33
NY,135950
NY,87200
PA,91583.33
IL,64033.33
WA,156233.33
NH,219416.67
NH,275600
NY,75683.33
NY,178275
TN,174358.33
MN,127425
NY,120616.67
MD,214933.33
MI,110391.67
WI,179866.67
KS,65958.33
KS,112975
MD,642858.33
IL,85316.67
NY,152275
OH,74941.67
KS,65241.67
MA,262658.33
NJ,138933.33
GA,168416.67
OH,119500
IN,88283.33
NH,122541.67
NY,217258.33
IN,106275
MI,133916.67
IA,86891.67
IL,154241.67
PA,130208.33
OH,140808.33
IN,104725
WI,149783.33
MN,156600
IL,175308.33
NH,379100
NY,105550
MI,148241.67
MO,153333.33
PA,161816.67
PA,80800
NH,451025
PA,107083.33
TN,92075
WI,194866.67
IL,59091.67
ID,159125
NJ,267316.67
IL,183525
IL,59666.67
MA,193075
MA,186500
GA,167800
IA,115283.33
IA,108525
MN,356716.67
MN,154591.67
KS,212983.33
MA,284958.33
NH,215016.67
PA,120975
IN,129458.33
CO,328816.67
UT,330050
NH,238208.33
NY,246433.33
NY,83783.33
NY,68216.67
IA,195400
IL,68566.67
IL,142675
KS,95091.67
CO,267391.67
NY,163766.67
PA,119783.33
NC,194816.67
AR,109283.33
NY,75833.33
MD,156791.67
MI,92875
DE,158716.67
IL,155933.33
MI,71266.67
PA,136075
TN,157200
NH,263941.67
MD,394750
MD,360133.33
OH,128658.33
NC,283875
TX,211333.33
NM,267683.33
VT,258625
NY,121166.67
NE,189550
ID,165483.33
ID,403375
IL,139100
FL,119441.67
IN,122858.33
MO,185125
KS,131325
MN,90675
IL,90158.33
IA,135558.33
IL,64041.67
AZ,319466.67
NC,217791.67
FL,194950
MI,123691.67
IL,242275
ID,95208.33
NY,113375
PA,228708.33
PA,147100
CO,259741.67
OR,304250
NY,134533.33
TN,52725
IA,193783.33
KS,56275
VT,159825
VA,228991.67
NY,81800
MI,155775
NJ,165750
NY,165641.67
NY,158366.67
NH,225950
IA,139025
IL,123866.67
KS,109658.33
PA,223241.67
MD,235308.33
MI,99775
MI,118950
HI,862925
MD,232375
AL,698500
WA,423625
IN,112916.67
MI,533108.33
WI,112425
WI,180750
NE,254833.33
NY,141300
KY,170250
MN,121966.67
NE,164125
VA,297450
WI,133250
IL,93108.33
VT,165700
NY,147583.33
NY,132133.33
MN,137158.33
NY,210791.67
PA,58858.33
VA,192941.67
NC,491875
TN,93600
TN,49808.33
MO,57483.33
MI,96191.67
IA,150300
IL,108108.33
TX,155416.67
IN,74766.67
NJ,187741.67
IA,121358.33
VA,302550
IN,157383.33
IA,136825
WI,368325
WI,100225
MN,126091.67
IL,149100
TX,151891.67
ME,216000
KS,59925
CA,219158.33
NH,155741.67
PA,101200
IN,132458.33
NE,96575
WA,192991.67
NH,257866.67
PA,128058.33
NE,408833.33
KS,35241.67
LA,169358.33
MN,103300
IL,48558.33
KS,128800
NH,178083.33
MN,166291.67
MN,182983.33
AR,47133.33
IN,107541.67
IA,159225
WI,237058.33
WI,158208.33
MN,193075
NE,362216.67
UT,278983.33
NV,228608.33
NY,219483.33
NY,208858.33
NY,258416.67
IA,162958.33
VA,201783.33
MI,75558.33
NY,181941.67
NH,183425
TN,117041.67
IL,250191.67
CA,549350
VA,168050
IA,175375
IL,85333.33
IL,84800
MO,61250
IL,145658.33
IL,86883.33
AL,122741.67
MN,210241.67
NH,243166.67
MI,54508.33
IL,90608.33
NY,131641.67
TN,80950
MI,689925
FL,597066.67
TN,90616.67
MN,126766.67
SD,205300
PA,116825
VA,204433.33
IA,103116.67
NY,87266.67
PA,110741.67
TN,99108.33
WA,140466.67
NY,139341.67
OR,351525
TN,65583.33
IA,126591.67
IA,152258.33
WI,129383.33
MO,172741.67
MA,248541.67
WY,148558.33
UT,300758.33
NY,112383.33
KY,24383.33
ID,183758.33
WV,63875
TN,118466.67
MI,365408.33
IA,113516.67
IA,142925
WI,165283.33
TN,171991.67
KS,84325
VA,88391.67
MI,246650
IA,179216.67
IL,145683.33
NJ,663000
MN,116866.67
NY,620133.33
TN,79991.67
TX,124008.33
CT,692725
IL,188750
OK,435333.33
VA,290033.33
VA,160275
MN,171541.67
UT,428258.33
OR,300283.33
PA,153616.67
IL,111033.33
IA,143141.67
IN,77366.67
IA,113575
KS,77241.67
NY,123425
OH,141400
IN,136700
IL,71416.67
MA,219675
TN,74608.33
IA,184525
MN,113700
WI,156375
CO,257258.33
NY,158300
IA,77533.33
IL,91708.33
NY,116608.33
NY,157458.33
TN,68175
MS,76941.67
NY,106966.67
PA,42291.67
OH,96225
NY,173833.33
TN,91858.33
OH,173516.67
NH,268450
TN,95125
ID,290541.67
IL,46775
OK,77833.33
IN,61858.33
TX,94316.67
NY,275600
NY,148266.67
IA,158625
SD,207083.33
IL,42841.67
MO,165525
VT,165475
IA,212191.67
IL,75583.33
KS,73016.67
MA,370633.33
MD,423825
MI,71291.67
IL,97333.33
CA,515475
CA,540758.33
VA,124808.33
IN,128941.67
MI,61483.33
IN,83200
MN,163775
IL,100025
PA,67500
NV,353600
MA,242850
IN,179075
NH,301866.67
NY,117341.67
IA,149750
WV,106258.33
IA,137875
MN,167600
MN,80141.67
IL,89341.67
NY,275333.33
PA,328050
MN,269650
MA,219933.33
NY,191266.67
NY,174825
MD,124300
IN,143558.33
IN,105908.33
MN,156183.33
IL,128775
NH,217275
IN,138650
MI,109241.67
MI,80875
NY,174558.33
IN,130375
WI,161091.67
WI,163500
NH,205233.33
KS,109458.33
NH,177800
IN,87041.67
IL,77458.33
OH,160000
IL,162008.33
OH,84858.33
NJ,188075
ND,206633.33
KS,39741.67
UT,315491.67
VA,151050
MO,100716.67
MO,184366.67
VA,284358.33
IN,181908.33
MN,164541.67
KS,185058.33
CT,253508.33
VA,335150
MN,160558.33
IL,97075
NH,266750
PA,87483.33
KY,80525
NY,153683.33
MI,72491.67
IA,115633.33
WI,82966.67
MA,154700
MD,173175
IN,88300
WA,298741.67
NY,154241.67
KY,121825
TX,63016.67
SC,36458.33
IA,169950
CO,276600
NH,180500
IN,84116.67
MN,184783.33
NY,84483.33
IL,131416.67
NJ,794483.33
GA,237308.33
IA,92116.67
WI,119933.33
NY,202033.33
GA,93858.33
OH,126250
MI,141958.33
WI,154341.67
NE,409558.33
SD,180733.33
OH,118325
TN,77900
MA,194608.33
OH,133983.33
IL,45750
NY,678300
MN,93550
IL,83158.33
IL,85850
NY,195641.67
NY,146533.33
TN,304800
TN,77483.33
MN,214633.33
IA,79158.33
NY,162533.33
OR,141325
MN,187700
MT,334033.33
RI,289075
NY,574425
NH,330383.33
IL,119108.33
NH,161400
MD,261083.33
MN,116225
NY,92800
NY,649216.67
NY,119141.67
VA,83458.33
WI,207258.33
NY,123625
ND,255375
NJ,165508.33
FL,1087825
NY,511608.33
TN,110808.33
MA,218808.33
MA,442558.33
NY,110375
WI,57808.33
IL,114925
OH,128691.67
NH,285575
IL,49141.67
KS,47433.33
WA,181008.33
NY,119991.67
IL,81366.67
AR,106475
IN,138166.67
IN,146325
CA,687575
DE,187833.33
NH,1208300
MD,49533.33
OH,146925
IA,77733.33
IL,38683.33
WA,485258.33
IN,97975
NH,225400
VT,192008.33
PA,333433.33
IL,84833.33
CO,256358.33
TN,105675
IL,79866.67
NY,154200
NY,144191.67
IL,91958.33
CA,240533.33
IN,104558.33
KS,46958.33
FL,142908.33
MA,260008.33
NH,221208.33
NH,269625
NY,254950
VA,126466.67
MI,379991.67
IA,170391.67
CT,447066.67
NY,178550
TN,85850
VA,55125
IA,114741.67
MO,124083.33
TN,186033.33
IA,108725
WI,177325
MA,218775
IL,177500
IA,78408.33
NH,261591.67
OH,291058.33
IL,26641.67
MD,253883.33
VA,286958.33
VA,172325
TN,95708.33
MI,58875
KS,46950
CA,194525
CA,368691.67
TN,76733.33
IA,73558.33
IL,121700
ID,275016.67
TX,265450
AZ,220250
NH,74575
TN,78150
MI,125200
MN,92333.33
VA,178000
IL,125483.33
TN,68991.67
WA,359741.67
NJ,192083.33
TN,99958.33
IL,71408.33
CA,287216.67
MI,104483.33
WI,152983.33
NM,510116.67
IL,77533.33
MD,325975
IA,100091.67
IL,226216.67
IL,46908.33
NY,592541.67
OH,209966.67
IA,61733.33
