RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,Annual average
66133,20009,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,34,1063200,1072300,1073500,1065900,1071200,1087400,1094300,1089800,1089600,1086400,1076800,1069200,1078300.00
90654,75052,Grand Prairie,TX,Dallas-Fort Worth-Arlington,Dallas County,35,195700,198700,201400,203300,204800,206100,207300,208300,209300,211200,214000,216500,206383.33
74126,37042,Clarksville,TN,Clarksville,Montgomery County,36,127400,128900,129800,130400,131200,132200,133000,133700,134600,135900,137200,138100,132700.00
91926,77433,Cypress,TX,Houston-The Woodlands-Sugar Land,Harris County,37,250100,251300,252500,253600,254500,254900,254900,254900,254700,254600,254700,255300,253833.33
89925,73099,Yukon,OK,Oklahoma City,Canadian County,38,160500,161500,162500,163000,163300,163800,164800,165800,166400,166500,166700,167100,164325.00
61802,10462,New York,NY,New York-Newark-Jersey City,Bronx County,39,443600,445400,448500,453300,457300,461800,468500,474100,477900,482300,486300,489000,465666.67
61796,10456,New York,NY,New York-Newark-Jersey City,Bronx County,40,372800,381400,389800,397000,400900,399000,396600,401800,411800,424200,438000,449600,405241.67
91922,77429,Cypress,TX,Houston-The Woodlands-Sugar Land,Harris County,41,242000,242900,243600,244600,245600,245800,245900,245800,245300,245600,246700,247700,245125.00
91968,77479,Sugar Land,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,42,366500,368000,369100,369800,370600,370800,370100,370000,369100,367600,367800,369500,369075.00
70829,30044,Lawrenceville,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,43,179300,181300,182600,183800,185600,187700,189200,190100,191300,193400,195400,196800,188041.67
86026,63376,Saint Peters,MO,St. Louis,Saint Charles County,44,190300,190900,191800,193000,194400,195600,197000,198800,200500,201800,202700,203400,196683.33
84615,60613,Chicago,IL,Chicago-Naperville-Elgin,Cook County,45,1056300,1061400,1060800,1057400,1055300,1054300,1051200,1047500,1044800,1044000,1044000,1045800,1051900.00
91685,77036,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,46,179600,185800,192300,195100,197000,200300,203200,204400,205300,206400,207300,208500,198766.67
61803,10463,New York,NY,New York-Newark-Jersey City,Bronx County,47,744500,760200,771600,779100,784900,790200,793000,793100,792700,795700,799900,802300,783933.33
70828,30043,Lawrenceville,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,48,224300,226300,227200,227900,229500,231100,231900,231900,232500,234700,237100,238400,231066.67
62023,11212,New York,NY,New York-Newark-Jersey City,Kings County,49,420900,425100,425300,427000,430100,433000,436800,442200,448600,454900,457600,457900,438283.33
62040,11230,New York,NY,New York-Newark-Jersey City,Kings County,50,1122100,1151500,1176600,1199000,1219600,1235900,1249600,1265900,1278100,1282600,1279800,1278300,1228250.00
84627,60625,Chicago,IL,Chicago-Naperville-Elgin,Cook County,51,466100,465500,464000,462700,463600,463000,459900,457900,457000,453800,450300,449000,459400.00
62020,11209,New York,NY,New York-Newark-Jersey City,Kings County,52,1013400,1011000,1006200,1006600,1012000,1018000,1022300,1029700,1042600,1057100,1066000,1068700,1029466.67
84630,60629,Chicago,IL,Chicago-Naperville-Elgin,Cook County,53,164200,164800,164900,165600,166600,167000,167200,167700,168400,169500,170600,171200,167308.33
69823,28277,Charlotte,NC,Charlotte-Concord-Gastonia,Mecklenburg County,54,356800,359200,360900,361200,361000,360400,359800,359900,361100,362700,364100,365300,361033.33
60545,7030,Hoboken,NJ,New York-Newark-Jersey City,Hudson County,55,1830000,1831900,1828300,1817600,1809900,1795500,1767600,1746900,1746400,1752800,1756800,1759500,1786933.33
92341,78245,San Antonio,TX,San Antonio-New Braunfels,Bexar County,56,165800,167300,168200,168500,168900,169700,170600,171600,172600,173800,174800,175600,170616.67
90823,75287,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,57,328200,330800,332500,334500,338000,340500,340800,339700,337400,336300,338600,342200,336625.00
92617,78704,Austin,TX,Austin-Round Rock,Travis County,58,541600,549000,555900,560000,563500,567600,572300,577700,580500,585800,594100,599800,570650.00
94748,85032,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,59,261800,263200,264600,266000,267300,269300,271600,273700,275800,278500,281000,282700,271291.67
84612,60610,Chicago,IL,Chicago-Naperville-Elgin,Cook County,60,1058600,1057100,1052700,1051900,1054000,1055700,1056000,1057500,1058300,1054700,1050900,1052400,1054983.33
62032,11221,New York,NY,New York-Newark-Jersey City,Kings County,61,1002200,1022800,1040100,1044000,1045100,1044500,1056000,1065400,1075000,1096500,1123000,1128400,1061916.67
72463,33160,Sunny Isles Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,62,1495100,1467700,1444100,1424500,1403300,1385000,1368500,1353400,1342400,1338900,1331900,1328200,1390250.00
67732,23464,Virginia Beach,VA,Virginia Beach-Norfolk-Newport News,Virginia Beach City,63,252900,252800,252700,252900,253800,254400,255100,256000,256900,257800,259200,260800,255441.67
91726,77077,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,64,311400,313700,316000,317100,316800,315600,315200,315500,315000,315000,315400,315500,315183.33
70874,30096,Duluth,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,65,215600,218400,220000,221100,223300,225600,227400,228500,230000,232400,234700,236200,226100.00
66843,21234,Parkville,MD,Baltimore-Columbia-Towson,Baltimore County,66,197400,199400,202000,203800,205100,206100,207300,208800,210400,211600,212000,212300,206350.00
90795,75243,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,67,289700,293200,294700,295900,297500,299100,300200,301200,302700,305100,310000,315200,300375.00
99534,98052,Redmond,WA,Seattle-Tacoma-Bellevue,King County,68,900300,909700,911000,910400,914600,917100,912800,909300,908300,903300,897700,898400,907741.67
62025,11214,New York,NY,New York-Newark-Jersey City,Kings County,69,826600,831500,837100,842300,848400,852700,852800,852300,856600,859800,855400,849700,847100.00
92481,78521,Brownsville,TX,Brownsville-Harlingen,Cameron County,70,68800,69400,70100,71100,72300,72700,72500,73100,74100,74900,75300,75300,72466.67
97711,94501,Alameda,CA,San Francisco-Oakland-Hayward,Alameda County,71,1019000,1032400,1039900,1042000,1038100,1030700,1023200,1015500,1010400,1013200,1020000,1027600,1026000.00
91889,77379,Spring,TX,Houston-The Woodlands-Sugar Land,Harris County,72,243600,244900,245900,247000,247900,248300,248900,250000,250800,251300,252200,253600,248700.00
61148,8701,Lakewood,NJ,New York-Newark-Jersey City,Ocean County,73,416600,414400,411900,410900,411000,412200,414600,416300,416000,416100,416900,417200,414508.33
92598,78666,San Marcos,TX,Austin-Round Rock,Hays County,74,198600,201900,205600,207500,208900,210300,211600,211700,211800,211600,211200,211000,208475.00
70810,30024,Suwanee,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,75,339300,342500,344200,345500,346900,347700,348100,348500,349500,352200,355100,356700,348016.67
62039,11229,New York,NY,New York-Newark-Jersey City,Kings County,76,748100,761400,772800,777500,778800,779800,780900,782600,787000,791000,791100,789600,778383.33
72578,33411,Royal Palm Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,77,309000,311100,311700,312300,313300,314800,316400,317700,318700,319600,320600,322000,315600.00
92654,78745,Austin,TX,Austin-Round Rock,Travis County,78,291200,293000,294600,295900,297600,299300,300800,302900,305600,308600,312300,315400,301433.33
84621,60619,Chicago,IL,Chicago-Naperville-Elgin,Cook County,79,128700,130000,131600,132900,133100,131900,132100,133600,134100,133400,133000,133100,132291.67
97565,94110,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,80,1532100,1547100,1566500,1592600,1625200,1645500,1651200,1653600,1656100,1654100,1643000,1637100,1617008.33
72363,33025,Miramar,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,81,293200,296700,299100,300900,303500,306300,308100,309400,310700,312400,315100,317700,306091.67
96015,90034,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,82,1375700,1394600,1409200,1417600,1422100,1423900,1424600,1428400,1432300,1432200,1419600,1407400,1415633.33
72442,33139,Miami Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,83,2952200,2964100,2972900,2998000,3072900,3158200,3247700,3256800,3226200,3235400,3287900,3323100,3141283.33
77007,44107,Lakewood,OH,Cleveland-Elyria,Cuyahoga County,84,173100,174700,175600,177100,179200,180600,181700,183900,186100,188000,190000,191800,181816.67
69672,28027,Concord,NC,Charlotte-Concord-Gastonia,Cabarrus County,85,213500,215000,216300,217400,218400,219900,222300,224300,225900,227800,229500,230200,221708.33
90665,75067,Lewisville,TX,Dallas-Fort Worth-Arlington,Denton County,86,236300,238900,241700,243300,244700,246100,247100,247300,247800,249200,251000,252700,245508.33
67730,23462,Virginia Beach,VA,Virginia Beach-Norfolk-Newport News,Virginia Beach City,87,192700,193300,194000,194700,195800,196500,196900,196700,196500,196500,196900,197900,195700.00
62088,11377,New York,NY,New York-Newark-Jersey City,Queens County,88,744600,745300,747800,752000,757400,760200,761100,761100,762700,767700,773800,777200,759241.67
58669,2169,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,89,435700,442500,447900,451400,455200,459300,461900,463900,466400,469800,471900,473500,458283.33
79054,48197,Ypsilanti,MI,Ann Arbor,Washtenaw County,90,203900,206300,208200,210400,213900,216800,218200,219700,221100,222400,223800,224400,215758.33
87074,66062,Olathe,KS,Kansas City,Johnson County,91,249500,251300,253000,254600,256600,258400,259400,259600,259700,260000,260600,261000,256975.00
76953,44035,Elyria,OH,Cleveland-Elyria,Lorain County,92,90000,90400,90700,91500,92200,92700,93700,95200,97200,99200,100900,102000,94641.67
96025,90044,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,93,407000,412500,416300,418200,419200,419800,420700,422600,424900,426700,427700,428500,420341.67
98325,95630,Folsom,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,94,540500,543000,542400,542200,544300,548700,553500,556100,556200,556600,558300,560400,550183.33
96239,90805,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,95,448500,451800,453700,455000,456400,457700,458900,459700,460900,463200,465000,465900,458058.33
95048,85710,Tucson,AZ,Tucson,Pima County,96,176900,178200,179500,180300,180600,180200,180200,181000,182200,182900,182700,182300,180583.33
96193,90650,Norwalk,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,97,473400,476700,478000,478200,478300,478800,479200,479900,480700,481700,482600,483500,479250.00
84613,60611,Chicago,IL,Chicago-Naperville-Elgin,Cook County,98,1504200,1520400,1521300,1508000,1498200,1495000,1502500,1519300,1519600,1511200,1519600,1534200,1512791.67
96990,92683,Westminster,CA,Los Angeles-Long Beach-Anaheim,Orange County,99,644400,648100,650600,652300,655700,660400,664700,668400,670100,672200,675400,678900,661766.67
62044,11234,New York,NY,New York-Newark-Jersey City,Kings County,100,578900,585800,591900,594500,598700,604000,606600,607900,612200,618300,622300,623600,603725.00
62067,11355,New York,NY,New York-Newark-Jersey City,Queens County,101,870800,872500,874400,878800,888000,897600,902800,902600,903800,906700,908300,908300,892883.33
74156,37075,Hendersonville,TN,Nashville-Davidson--Murfreesboro--Franklin,Sumner County,102,275000,276800,277500,278100,279700,282300,284500,285100,285700,287600,289600,290200,282675.00
61790,10314,New York,NY,New York-Newark-Jersey City,Richmond County,103,535700,538300,541000,546600,552300,555400,556100,555900,557300,563100,569400,571600,553558.33
71005,30281,Stockbridge,GA,Atlanta-Sandy Springs-Roswell,Henry County,104,149300,150800,152500,153300,153900,154600,155600,156800,158800,161200,163500,164900,156266.67
62022,11211,New York,NY,New York-Newark-Jersey City,Kings County,105,1503400,1555900,1602300,1624300,1607400,1572900,1547300,1522400,1504900,1495100,1488300,1494500,1543225.00
62026,11215,New York,NY,New York-Newark-Jersey City,Kings County,106,2279600,2252500,2232500,2236300,2240000,2233500,2231400,2261800,2277000,2255300,2212900,2186800,2241633.33
96007,90026,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,107,956000,963500,962200,962800,966000,973600,981300,986400,988900,991600,986600,979900,974900.00
71864,32210,Jacksonville,FL,Jacksonville,Duval County,108,129300,130300,130500,130900,131900,133200,134200,134700,135300,136600,138000,138900,133650.00
97764,94558,Napa,CA,Napa,Napa County,109,660900,668700,675800,679400,680400,681400,683400,687000,689900,692300,694400,698000,682633.33
94820,85225,Chandler,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,110,253400,256000,258000,259600,260900,262400,263700,264300,264700,265800,267000,268100,261991.67
93263,80134,Parker,CO,Denver-Aurora-Lakewood,Douglas County,111,469700,473600,475900,476200,476700,477700,478700,479200,479900,481500,482900,483500,477958.33
95309,87114,Albuquerque,NM,Albuquerque,Bernalillo County,112,214200,215600,216900,217800,218200,218500,219800,221700,223700,225400,227000,228200,220583.33
96545,91910,Chula Vista,CA,San Diego-Carlsbad,San Diego County,113,540600,546100,550200,551000,550400,550100,550500,552600,554700,556300,557100,557900,551458.33
60081,6010,Bristol,CT,Hartford-West Hartford-East Hartford,Hartford County,114,194200,194400,194500,194600,194500,194500,194600,194400,194000,193800,193700,194100,194275.00
97431,93722,Fresno,CA,Fresno,Fresno County,115,236700,238800,239400,239900,241600,243400,244400,245200,246300,248100,250100,251600,243791.67
92336,78240,San Antonio,TX,San Antonio-New Braunfels,Bexar County,116,181800,183600,184900,185800,186500,187100,188000,188800,189000,189400,190300,191000,187183.33
76511,43081,Westerville,OH,Columbus,Franklin County,117,236800,238400,239800,241500,243200,244500,245400,246300,247200,248000,248200,248300,243966.67
65133,17603,Lancaster,PA,Lancaster,Lancaster County,118,153300,154500,155700,156700,157800,159200,160500,161500,162400,163400,164200,164800,159500.00
95804,89108,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,119,198500,202200,205000,207800,211300,214600,217500,221200,225100,228600,231500,233500,216400.00
94890,85308,Glendale,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,120,283600,285300,286500,287400,288400,289900,291500,292300,292900,294200,295700,297000,290391.67
94870,85281,Tempe,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,121,253500,254800,256400,258600,260900,262400,263500,264100,264600,267100,270600,273000,262458.33
95306,87111,Albuquerque,NM,Albuquerque,Bernalillo County,122,261100,263800,265900,266700,267200,268000,268000,267700,267800,269100,271100,272900,267441.67
79040,48180,Taylor,MI,Detroit-Warren-Dearborn,Wayne County,123,92800,93800,95000,96500,97600,98100,98600,99600,100500,101500,102400,102900,98275.00
73221,34787,Winter Garden,FL,Orlando-Kissimmee-Sanford,Orange County,124,302200,305700,308400,310800,313300,316100,318100,319400,319700,320000,321400,323700,314900.00
99142,97229,Portland,OR,Portland-Vancouver-Hillsboro,Multnomah County,125,561300,563800,566000,567100,568900,570800,571600,571500,571400,572300,575200,579100,569916.67
97740,94533,Fairfield,CA,Vallejo-Fairfield,Solano County,126,370300,374500,377600,379800,382500,385300,387100,388300,388900,389300,389700,390500,383650.00
91221,76063,Mansfield,TX,Dallas-Fort Worth-Arlington,Tarrant County,127,262900,266400,268800,269700,270500,271700,272500,272600,273300,274800,276200,277300,271391.67
64180,15601,Greensburg,PA,Pittsburgh,Westmoreland County,128,145000,145500,145900,146100,146800,147800,148400,148800,148800,148600,148500,148600,147400.00
91950,77459,Missouri City,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,129,268100,269000,270000,271200,272200,272300,271800,271400,271200,271400,272000,272700,271108.33
96467,91709,Chino Hills,CA,Riverside-San Bernardino-Ontario,San Bernardino County,130,679000,681500,684000,687900,692600,696200,699100,699800,698100,697600,699700,702100,693133.33
98304,95608,Carmichael,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,131,401700,404200,404700,406100,408600,411200,413600,415300,415900,416900,418500,420200,411408.33
93146,79938,El Paso,TX,El Paso,El Paso County,132,143700,144000,144400,144800,145000,145300,145800,146500,147400,148100,148400,148700,146008.33
94940,85364,Yuma,AZ,Yuma,Yuma County,133,132700,132100,132200,132800,133700,134800,135600,136200,136600,136900,136800,136500,134741.67
76971,44060,Mentor,OH,Cleveland-Elyria,Lake County,134,177100,177900,178500,179100,180400,182100,183600,184900,185900,186900,187800,188000,182683.33
62048,11238,New York,NY,New York-Newark-Jersey City,Kings County,135,2803900,2845800,2873200,2883600,2887200,2867500,2845300,2842600,2808900,2733400,2663700,2631500,2807216.67
76534,43123,Grove City,OH,Columbus,Franklin County,136,172800,173700,174900,176400,178100,179700,180500,181100,182200,183700,184700,185500,179441.67
92520,78577,Pharr,TX,McAllen-Edinburg-Mission,Hidalgo County,137,82700,84100,85800,87100,87900,88500,88900,88600,88900,89800,90100,90000,87700.00
93203,80013,Aurora,CO,Denver-Aurora-Lakewood,Arapahoe County,138,330300,334100,336800,338600,339900,340400,340400,341100,342400,343800,344900,346100,339900.00
72362,33024,Pembroke Pines,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,139,266200,269900,272200,273100,274900,277400,279000,280800,282900,285400,287900,289800,278291.67
72901,33908,Fort Myers,FL,Cape Coral-Fort Myers,Lee County,140,342600,344800,346900,348400,349700,351100,352400,352900,353400,355000,356400,356800,350866.67
62093,11385,New York,NY,New York-Newark-Jersey City,Queens County,141,635900,641100,646100,653000,660600,665000,666400,667600,669300,671300,673000,674300,660300.00
90657,75056,The Colony,TX,Dallas-Fort Worth-Arlington,Denton County,142,271600,274100,276500,278600,281000,283400,284700,284800,284900,285900,287300,288400,281766.67
99500,98012,Bothell,WA,Seattle-Tacoma-Bellevue,Snohomish County,143,575900,585900,595200,603400,609000,612100,613600,612300,610800,612200,614500,617600,605208.33
96047,90066,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,144,1478100,1483500,1482300,1480100,1478100,1479900,1488100,1499500,1505800,1512600,1516900,1518500,1493616.67
66705,20906,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,145,374500,378200,382000,383300,382900,382700,383400,385200,387600,388900,388800,389500,383916.67
91198,76028,Burleson,TX,Dallas-Fort Worth-Arlington,Johnson County,146,196900,199800,202600,204800,207100,209600,211500,212400,213700,216300,218800,220300,209483.33
63776,14850,Ithaca,NY,Ithaca,Tompkins County,147,245500,247400,247700,246100,244100,243500,244100,244900,245100,244900,244400,244600,245191.67
72737,33647,Tampa,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,148,291400,293500,294900,295200,295600,296300,297300,298400,299700,300900,302100,303300,297383.33
96987,92677,Laguna Niguel,CA,Los Angeles-Long Beach-Anaheim,Orange County,149,952200,953100,952300,953900,956600,957600,958400,959300,956400,952300,949600,949800,954291.67
70825,30040,Cumming,GA,Atlanta-Sandy Springs-Roswell,Forsyth County,150,287900,290300,291800,293400,295400,296700,297300,297900,299000,301100,302900,303900,296466.67
69431,27587,Wake Forest,NC,Raleigh,Wake County,151,299800,301600,302700,303100,303700,304400,305100,305500,306200,307600,309300,310900,304991.67
77094,44256,Medina,OH,Cleveland-Elyria,Medina County,152,214200,216200,218300,219900,221800,223400,223900,223500,223400,224000,225300,226500,221700.00
58660,2148,Malden,MA,Boston-Cambridge-Newton,Middlesex County,153,460300,465000,467900,471000,475000,478100,479600,481000,482600,484800,487100,489600,476833.33
87019,65807,Springfield,MO,Springfield,Greene County,154,120700,122100,123400,124500,125800,127100,127900,128300,128400,128700,129600,130600,126425.00
84622,60620,Chicago,IL,Chicago-Naperville-Elgin,Cook County,155,129000,129900,131300,132900,134100,134500,134800,134000,131000,128200,126900,126700,131108.33
62085,11373,New York,NY,New York-Newark-Jersey City,Queens County,156,766600,766700,765600,765500,767300,773100,782300,789200,794400,800400,806500,809600,782266.67
98432,95823,Sacramento,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,157,270500,272600,273000,272800,273000,274400,276200,277800,278400,278800,279600,280800,275658.33
96817,92336,Fontana,CA,Riverside-San Bernardino-Ontario,San Bernardino County,158,438200,440300,442000,444200,447100,450100,452500,453600,453700,454300,455900,457700,449133.33
77400,45011,Hamilton,OH,Cincinnati,Butler County,159,191200,192900,193900,194800,196400,198200,199200,200300,202400,205000,207300,209300,199241.67
92125,77845,College Station,TX,College Station-Bryan,Brazos County,160,248100,249300,250400,251700,253300,254800,255700,255400,254700,254800,256300,257800,253525.00
78823,47906,West Lafayette,IN,Lafayette-West Lafayette,Tippecanoe County,161,207200,209600,212300,213700,214500,214400,213300,211600,210900,211100,211400,211600,211800.00
69340,27410,Greensboro,NC,Greensboro-High Point,Guilford County,162,217800,220000,221600,222700,223700,225100,226600,228200,229600,231000,232400,233300,226000.00
86717,65203,Columbia,MO,Columbia,Boone County,163,214000,216900,220000,222300,225100,228100,229200,228500,227000,225800,225200,225000,223925.00
70953,30188,Woodstock,GA,Atlanta-Sandy Springs-Roswell,Cherokee County,164,224200,226700,228800,230900,232600,234000,235100,236300,238000,240400,242900,244500,234533.33
96825,92345,Hesperia,CA,Riverside-San Bernardino-Ontario,San Bernardino County,165,239500,242000,243900,245500,247600,249900,252000,253100,253200,253300,253800,254200,249000.00
95817,89121,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,166,199600,203100,205300,207000,209800,213000,216800,221400,226100,230000,233000,234700,216650.00
78085,46307,Crown Point,IN,Chicago-Naperville-Elgin,Lake County,167,209200,210900,213000,214600,217200,220000,222000,223700,225800,227900,229500,230900,220391.67
60639,7302,Jersey City,NJ,New York-Newark-Jersey City,Hudson County,168,1430600,1420000,1407400,1398700,1394600,1389000,1382200,1372300,1364900,1370600,1383900,1388300,1391875.00
97023,92804,Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange County,169,567000,570000,571900,573400,575300,577300,579100,580700,580100,580600,583000,586000,577033.33
61169,8753,Toms River,NJ,New York-Newark-Jersey City,Ocean County,170,264100,264400,265400,267000,269000,270700,272500,273900,275100,277200,279200,280300,271566.67
91941,77450,Cinco Ranch,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,171,253800,255100,256100,257100,257800,258500,259900,261300,261800,261200,260600,260700,258658.33
