RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,Annual average
77538,45247,White Oak,OH,Cincinnati,Hamilton County,4570,198400,199800,200900,202200,204900,208100,210700,212300,213100,213700,215700,218000,208150.00
94886,85304,Glendale,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,4571,223600,225400,226800,227800,228400,229300,230700,231500,232600,234700,236000,236300,230258.33
89877,73044,Guthrie,OK,Oklahoma City,Logan County,4572,109800,111800,113800,115000,116300,118000,119600,120400,121500,123700,126000,126900,118566.67
72950,33991,Cape Coral,FL,Cape Coral-Fort Myers,Lee County,4573,234000,235400,236300,237400,238700,240000,240900,241700,242300,243700,245200,246000,240133.33
69439,27597,Zebulon,NC,Raleigh,Wake County,4574,154200,155600,156900,157600,158600,160200,161700,163200,164600,166200,167900,169100,161316.67
83138,57105,Sioux Falls,SD,Sioux Falls,Minnehaha County,4575,166800,168300,169700,170500,170900,170900,171000,171400,171900,172300,173200,174000,170908.33
74390,37615,Johnson City,TN,Johnson City,Washington County,4576,182600,183500,183900,184800,186500,188800,191100,192700,193800,194800,195600,195900,189500.00
99902,98597,Yelm,WA,Olympia-Tumwater,Thurston County,4577,237600,241900,245400,247500,250100,254200,258000,260200,262000,264500,267500,269900,254900.00
87856,68105,Omaha,NE,Omaha-Council Bluffs,Douglas County,4578,123700,126000,127900,129500,131000,132200,132800,133000,133200,133800,134800,135600,131125.00
97794,94589,Vallejo,CA,Vallejo-Fairfield,Solano County,4579,363300,367800,370800,372900,376800,381500,384900,386900,389000,392600,395700,397100,381608.33
100208,99354,Richland,WA,Kennewick-Richland,Benton County,4580,241500,245000,248800,252700,257300,262600,270000,279400,288200,293500,297300,300300,269716.67
87139,66223,Overland Park,KS,Kansas City,Johnson County,4581,315400,319400,323800,326700,329000,330900,333200,335700,338700,342100,345200,347000,332258.33
60950,8060,Mt Holly,NJ,Philadelphia-Camden-Wilmington,Burlington County,4582,215600,215500,216500,217900,219000,219500,220000,219900,219400,219300,219500,219400,218458.33
61002,8204,Lower,NJ,Ocean City,Cape May County,4583,295800,301600,306100,308800,310700,311600,311700,312200,313900,316400,317200,316700,310225.00
78535,47331,Connersville,IN,Connersville,Fayette County,4584,59700,61600,62900,63000,63800,65400,67500,69900,71500,72200,73200,73900,67050.00
58520,1854,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,4585,304600,307200,309200,310000,311100,312900,315600,318300,320100,321600,323300,325100,314916.67
82124,55123,Eagan,MN,Minneapolis-St. Paul-Bloomington,Dakota County,4586,330500,333600,336800,339300,341300,341500,340900,340600,340400,341300,343300,345200,339558.33
86021,63367,Lake Saint Louis,MO,St. Louis,Saint Charles County,4587,259300,259200,259600,261400,263500,265400,267300,268800,269800,270600,270300,269700,265408.33
399549,17408,Shiloh,PA,York-Hanover,York County,4588,172700,173000,173900,174300,174200,174300,175000,175700,176300,176800,177500,178100,175150.00
66667,20853,Olney,MD,Washington-Arlington-Alexandria,Montgomery County,4589,446200,451300,456400,457800,456800,456600,458400,460400,461600,461500,460700,461000,457391.67
60166,6114,Hartford,CT,Hartford-West Hartford-East Hartford,Hartford County,4590,149900,150300,150400,150700,151700,153400,154500,155400,155400,154200,153700,154900,152875.00
78902,48009,Birmingham,MI,Detroit-Warren-Dearborn,Oakland County,4591,530600,543400,555000,561500,566900,572500,576200,575900,571200,567600,567300,569400,563125.00
74195,37138,Nashville,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,4592,226200,229100,231200,232300,233600,234900,236100,237700,239500,241600,243300,244200,235808.33
70515,29488,Walterboro,SC,,Colleton County,4593,89900,91100,92300,93100,93500,94000,94800,95700,96000,96300,97000,97800,94291.67
91176,76002,Arlington,TX,Dallas-Fort Worth-Arlington,Tarrant County,4594,218200,222100,224000,225000,226200,227700,228500,228500,229400,231500,233500,234500,227425.00
58207,1013,Chicopee,MA,Springfield,Hampden County,4595,175200,176200,177000,177800,178500,178800,179200,179900,180100,180000,180200,180700,178633.33
62273,11803,Plainview,NY,New York-Newark-Jersey City,Nassau County,4596,563600,567100,571700,576400,581100,585900,588500,587700,587500,590000,593300,595200,582333.33
97397,93654,Reedley,CA,Fresno,Fresno County,4597,217800,220900,222700,224300,226100,227800,228900,229500,230000,231000,231700,231700,226866.67
59300,4011,Brunswick,ME,Portland-South Portland,Cumberland County,4598,248900,252800,257600,260200,262700,265300,268000,271200,276200,280800,282700,282500,267408.33
78760,47803,Terre Haute,IN,Terre Haute,Vigo County,4599,93600,93900,94100,94500,95000,95400,95500,95400,96500,99200,102000,103100,96516.67
66870,21286,Towson,MD,Baltimore-Columbia-Towson,Baltimore County,4600,328800,332700,337200,339600,340400,340700,341000,341300,340800,340600,341700,343500,339025.00
61939,10952,Ramapo,NY,New York-Newark-Jersey City,Rockland County,4601,649200,649300,651600,652700,652900,651300,649000,647800,647000,645600,644800,644800,648833.33
73954,36582,Theodore,AL,Mobile,Mobile County,4602,117100,117700,118200,118500,119100,119800,120000,120000,120400,121200,122100,122800,119741.67
75367,39601,Brookhaven,MS,Brookhaven,Lincoln County,4603,122300,122300,123100,123400,121900,119600,118200,117100,116100,115400,115100,115300,119150.00
69457,27617,Raleigh,NC,Raleigh,Wake County,4604,287200,288900,289900,290700,292100,293600,295400,297000,298200,299400,301400,303400,294766.67
84518,60467,Orland Park,IL,Chicago-Naperville-Elgin,Cook County,4605,335600,338300,339400,339400,339900,339400,338400,338000,338100,337600,336800,336800,338141.67
62220,11741,Islip,NY,New York-Newark-Jersey City,Suffolk County,4606,364300,366400,367000,365900,365200,366500,366500,363400,362400,363900,364900,365700,365175.00
93391,80439,Evergreen,CO,Denver-Aurora-Lakewood,Jefferson County,4607,554100,562000,568600,572700,578400,584500,589800,593800,599700,606800,613600,618200,586850.00
59014,3051,Hudson,NH,Manchester-Nashua,Hillsborough County,4608,320700,322900,324600,326500,328900,331500,333500,335000,335700,336400,337100,337800,330883.33
72822,33782,Pinellas Park,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,4609,171400,175200,178800,182000,184700,185900,187200,189000,190700,192300,193800,194200,185433.33
74052,36801,Opelika,AL,Auburn-Opelika,Lee County,4610,153300,153100,153000,153000,153300,153200,153700,155100,156500,157200,158100,158800,154858.33
96354,91324,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,4611,643300,645000,644100,643300,643100,641700,637800,634800,634300,635800,637000,637500,639808.33
66020,19607,Cumru,PA,Reading,Berks County,4612,147900,148800,149800,151200,153000,154100,154300,154000,154100,154800,155700,156200,152825.00
91259,76114,Fort Worth,TX,Dallas-Fort Worth-Arlington,Tarrant County,4613,129100,133400,136600,139100,142000,144400,144900,144600,145100,146400,147700,148800,141841.67
91270,76126,Benbrook,TX,Dallas-Fort Worth-Arlington,Tarrant County,4614,201400,206500,210800,213100,214400,215300,215300,214900,215100,216000,217000,218200,213166.67
70980,30248,Locust Grove,GA,Atlanta-Sandy Springs-Roswell,Henry County,4615,161800,163200,164900,165800,166300,167200,168500,169500,170800,173200,176000,177700,168741.67
70989,30260,Morrow,GA,Atlanta-Sandy Springs-Roswell,Clayton County,4616,83100,85100,86600,88000,88900,89400,89700,90200,92200,96000,99100,100400,90725.00
87124,66208,Prairie Village,KS,Kansas City,Johnson County,4617,287800,291800,295500,298100,299800,302200,305100,306800,307500,308800,310800,312400,302216.67
71157,30504,Gainesville,GA,Gainesville,Hall County,4618,154300,155300,155900,156800,158200,159100,159800,161000,162800,164800,167000,169100,160341.67
65775,19107,Philadelphia,PA,Philadelphia-Camden-Wilmington,Philadelphia County,4619,452600,455100,456800,456100,453500,452600,453100,453000,455400,459000,459500,458700,455450.00
72694,33584,Seffner,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,4620,181000,182900,184400,185600,186800,187800,188300,188400,188600,190000,191900,193500,187433.33
93322,80249,Denver,CO,Denver-Aurora-Lakewood,Denver County,4621,319300,324500,328100,330700,332300,332200,331500,331000,332000,334900,337700,339300,331125.00
96584,92011,Carlsbad,CA,San Diego-Carlsbad,San Diego County,4622,969800,982500,990500,992600,991100,990200,993000,998600,1002900,1005700,1006100,1005800,994066.67
65068,17406,Springettsbury,PA,York-Hanover,York County,4623,166300,167800,169100,169300,169100,169500,170500,171400,172300,173200,173600,173800,170491.67
65817,19150,Philadelphia,PA,Philadelphia-Camden-Wilmington,Philadelphia County,4624,157500,159100,160200,161200,163200,165700,166500,166500,167600,169400,171100,172300,165025.00
91894,77384,Conroe,TX,Houston-The Woodlands-Sugar Land,Montgomery County,4625,286600,289600,293800,298300,301200,301800,301800,301600,301700,303000,303500,302700,298800.00
99496,98008,Bellevue,WA,Seattle-Tacoma-Bellevue,King County,4626,850400,860400,861900,860900,865300,868600,864500,858800,855100,849600,843800,842900,856850.00
64888,17057,Lower Swatara,PA,Harrisburg-Carlisle,Dauphin County,4627,137600,137700,137700,138000,138700,139100,138300,137000,136800,137400,138600,139800,138058.33
77528,45237,Cincinnati,OH,Cincinnati,Hamilton County,4628,88700,89800,90400,90800,90900,91600,92900,94400,95300,96500,98800,100800,93408.33
69404,27549,Louisburg,NC,Raleigh,Franklin County,4629,133100,135000,136700,137400,138100,138600,139200,140900,143700,146000,146900,146900,140208.33
70183,28739,Hendersonville,NC,Asheville,Henderson County,4630,252200,255800,259100,261100,262600,263900,264900,265200,267200,271000,274600,277000,264550.00
58595,2050,Marshfield,MA,Boston-Cambridge-Newton,Plymouth County,4631,441700,446800,450300,451500,452800,454300,455500,456700,458400,460800,464400,468000,455100.00
58959,2879,South Kingstown,RI,Providence-Warwick,Washington County,4632,365800,369800,372200,373400,374100,374400,375500,376600,376400,375900,375400,374700,373683.33
96120,90272,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,4633,3194800,3228400,3246600,3260800,3278200,3290000,3290100,3292400,3291300,3292600,3293500,3296400,3271258.33
82270,55420,Bloomington,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,4634,233200,235400,237100,238500,239500,239600,239100,239400,240900,243000,245300,247300,239858.33
95160,86305,Prescott,AZ,Prescott,Yavapai County,4635,414300,419900,424300,425900,427400,429400,431900,434900,438900,441900,443700,445500,431500.00
70068,28613,Conover,NC,Hickory-Lenoir-Morganton,Catawba County,4636,124800,126000,127400,128700,130900,133200,135000,137300,139800,141700,142900,143600,134275.00
72084,32583,Milton,FL,Pensacola-Ferry Pass-Brent,Santa Rosa County,4637,141100,143500,145200,146000,147000,147900,148500,149300,150200,151100,152000,153100,147908.33
72671,33544,Wesley Chapel,FL,Tampa-St. Petersburg-Clearwater,Pasco County,4638,263800,265600,266500,267300,268900,269600,269300,269200,269900,270700,271600,272700,268758.33
89385,72118,North Little Rock,AR,Little Rock-North Little Rock-Conway,Pulaski County,4639,82400,82700,82500,82000,81300,80500,79800,79400,79100,79000,79100,79200,80583.33
75301,39443,Laurel,MS,Laurel,Jones County,4640,104000,102500,99800,101300,107200,113600,116700,117900,117500,118500,121500,123700,112016.67
89463,72301,West Memphis,AR,Memphis,Crittenden County,4641,61800,64800,68200,69500,69200,68700,68100,67300,66600,66200,66300,66600,66941.67
96338,91303,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,4642,560400,564700,567500,568500,568400,569000,571500,574200,576700,578800,578800,578000,571375.00
95190,86403,Lake Havasu City,AZ,Lake Havasu City-Kingman,Mohave County,4643,210400,213800,216900,219600,222300,224900,227700,230200,232600,234600,237100,239600,225808.33
60977,8088,Southampton,NJ,Philadelphia-Camden-Wilmington,Burlington County,4644,254100,256500,259300,260600,260900,260300,259700,259400,260000,260900,262500,264100,259858.33
88560,70363,Houma,LA,Houma-Thibodaux,Terrebonne Parish,4645,110100,107700,106400,107600,109600,111100,111900,112300,112900,114200,115500,116100,111283.33
97113,93060,Santa Paula,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,4646,447000,450400,451500,452500,454900,457200,458100,458600,460800,462600,463400,464200,456766.67
72677,33558,Lutz,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,4647,343000,346100,348000,348400,348800,348800,348700,349100,350300,352100,354000,355400,349391.67
61865,10566,Peekskill,NY,New York-Newark-Jersey City,Westchester County,4648,274000,280900,284600,287600,293000,298600,302100,304700,308900,314000,317000,317300,298558.33
85885,63043,Maryland Heights,MO,St. Louis,Saint Louis County,4649,169300,171300,173000,173800,174600,175300,175800,176100,176400,176700,177300,178200,174816.67
84418,60172,Roselle,IL,Chicago-Naperville-Elgin,DuPage County,4650,263000,263500,263000,262700,263200,263500,262100,260700,261200,262300,262600,262800,262550.00
86029,63379,Troy,MO,St. Louis,Lincoln County,4651,164900,165400,166300,167900,170100,172000,172900,173800,174800,176100,177300,178200,171641.67
71196,30549,Jefferson,GA,Jefferson,Jackson County,4652,182900,185900,187900,189200,190600,192700,194700,196700,199100,201900,204000,205700,194275.00
73588,35749,Harvest,AL,Huntsville,Madison County,4653,158000,161800,165600,167100,167400,167600,167900,168200,168300,168600,168200,167200,166325.00
90493,74701,Durant,OK,Durant,Bryan County,4654,97700,98900,100000,101100,102100,102800,103500,104000,104500,105200,105600,105700,102591.67
62073,11361,New York,NY,New York-Newark-Jersey City,Queens County,4655,848600,851000,853700,856500,861200,866400,867800,866400,868700,874400,877600,877700,864166.67
91725,77076,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,4656,104100,108100,112300,115600,118100,118600,118400,118500,118800,119800,121800,123500,116466.67
74075,36867,Phenix City,AL,Columbus,Russell County,4657,85900,86300,86900,87100,86800,86300,86900,88400,89800,90600,90900,90700,88050.00
92338,78242,San Antonio,TX,San Antonio-New Braunfels,Bexar County,4658,95600,100200,103600,105600,106600,107600,108700,109600,110500,111600,112800,113600,107166.67
95191,86404,Lake Havasu City,AZ,Lake Havasu City-Kingman,Mohave County,4659,264400,267800,271100,274900,278100,279700,282500,286300,289300,291500,295500,300200,281775.00
72779,33716,Saint Petersburg,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,4660,348800,357200,364300,363600,360400,360200,363000,366200,368600,371800,376600,380600,365108.33
99624,98199,Seattle,WA,Seattle-Tacoma-Bellevue,King County,4661,971100,982900,986100,985300,986400,984200,974400,967700,969300,970800,971100,976000,977108.33
77038,44138,Olmsted Falls,OH,Cleveland-Elyria,Cuyahoga County,4662,176300,177100,177100,178200,179600,180000,180000,180800,181500,182500,183900,185000,180166.67
66710,20912,Takoma Park,MD,Washington-Arlington-Alexandria,Montgomery County,4663,528500,531800,534500,534300,534700,536500,539200,544800,550800,553300,554200,556500,541591.67
59980,5701,Rutland,VT,Rutland,Rutland County,4664,139800,140100,140300,140400,140200,140000,140600,142200,143900,145200,145700,145500,141991.67
62098,11412,New York,NY,New York-Newark-Jersey City,Queens County,4665,425900,424700,425700,428900,433600,438800,443200,445300,449700,457500,465400,470200,442408.33
87511,67216,Wichita,KS,Wichita,Sedgwick County,4666,74500,74000,73500,73000,72600,72800,73200,73100,73000,73200,73500,73500,73325.00
71027,30307,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,4667,569700,577800,584500,587500,589000,588900,589300,591700,596100,601100,604400,604900,590408.33
62206,11725,Commack,NY,New York-Newark-Jersey City,Suffolk County,4668,452400,456100,459700,459500,459700,460500,459400,459400,463800,468000,471200,474400,462008.33
63628,14607,Rochester,NY,Rochester,Monroe County,4669,199400,200200,200600,200100,199600,199900,200000,199600,199200,199400,200300,201400,199975.00
99788,98406,Tacoma,WA,Seattle-Tacoma-Bellevue,Pierce County,4670,381200,387500,390900,393800,399500,404100,405600,405900,406900,408600,410100,411400,400458.33
73036,34212,Bradenton,FL,North Port-Sarasota-Bradenton,Manatee County,4671,352500,356800,359800,360800,361200,361500,361200,360800,361200,362400,364000,365700,360658.33
86328,64081,Lees Summit,MO,Kansas City,Jackson County,4672,240700,243000,243900,245100,247100,249900,252900,255500,257200,258900,260700,262300,251433.33
87858,68107,Omaha,NE,Omaha-Council Bluffs,Douglas County,4673,94200,96000,97400,98700,100000,101300,101900,102200,102300,102600,103200,103700,100291.67
61135,8638,Ewing,NJ,Trenton,Mercer County,4674,122200,125000,128100,129800,131300,133300,134900,134600,133300,132500,132800,133300,130925.00
64909,17078,Palmyra,PA,Lebanon,Lebanon County,4675,189600,191100,192700,193800,194900,196300,197400,198500,199600,200700,201300,201400,196441.67
66494,20601,Waldorf,MD,Washington-Arlington-Alexandria,Charles County,4676,281900,284800,287700,289600,290900,292200,293200,293400,293800,295600,297500,298400,291583.33
96436,91504,Burbank,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,4677,871200,876100,880900,887000,891200,889300,888000,887400,888900,894300,901700,906500,888541.67
69292,27312,Pittsboro,NC,Durham-Chapel Hill,Chatham County,4678,276500,281400,285500,287400,288800,289700,290500,291200,292500,293800,294500,294000,288816.67
99537,98055,Renton,WA,Seattle-Tacoma-Bellevue,King County,4679,446100,447800,445800,443800,444900,445700,442600,439100,438600,437100,433300,431400,441350.00
69765,28202,Charlotte,NC,Charlotte-Concord-Gastonia,Mecklenburg County,4680,363200,366500,368400,369000,369300,368200,368600,372300,377900,382900,387000,389400,373558.33
73448,35404,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,4681,97000,100000,103200,105700,107300,108700,110100,111700,113600,115800,117300,118000,109033.33
77998,46158,Mooresville,IN,Indianapolis-Carmel-Anderson,Morgan County,4682,163600,163900,164400,165400,166800,167700,168600,169200,171000,174200,177000,178000,169150.00
63485,14228,Amherst,NY,Buffalo-Cheektowaga-Niagara Falls,Erie County,4683,198600,199800,200300,200100,200700,202300,203900,204800,205400,205900,205900,205700,202783.33
94568,84414,North Ogden,UT,Ogden-Clearfield,Weber County,4684,291500,296300,300200,302800,305800,309500,313500,317000,320500,324400,328800,332600,311908.33
96213,90713,Lakewood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,4685,593300,596800,599200,599200,598600,597100,595600,595700,596200,597500,598700,599500,597283.33
69954,28443,Rocky Point,NC,Wilmington,Pender County,4686,257100,258000,258700,259300,261500,265100,268700,271600,275100,279400,283400,285900,268650.00
91692,77043,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,4687,296500,303100,308700,312200,314600,315300,314400,314400,315200,314900,314800,316800,311741.67
96485,91740,Glendora,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,4688,549600,553700,556800,557200,556300,555100,554200,552800,551400,552400,554200,554600,554025.00
63473,14216,Buffalo,NY,Buffalo-Cheektowaga-Niagara Falls,Erie County,4689,197500,198600,199300,199800,200600,203200,206400,209400,211100,211200,210300,209800,204766.67
72672,33547,Riverview,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,4690,307700,311200,313700,314800,315800,316800,317700,318800,320100,321800,323200,324500,317175.00
80906,52241,Coralville,IA,Iowa City,Johnson County,4691,183000,183200,182800,182400,182900,183800,184200,184100,184500,184800,184500,184200,183700.00
96661,92119,San Diego,CA,San Diego-Carlsbad,San Diego County,4692,639900,646400,649500,648900,647100,646800,647500,648600,647900,647800,648800,649600,647400.00
94710,84780,Washington,UT,St. George,Washington County,4693,289000,292500,296200,299100,302900,307500,311400,313700,316500,320900,325600,328200,308625.00
97989,95121,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,4694,831700,852300,869300,879400,891500,898400,897700,899800,906600,905000,893100,884300,884091.67
84194,59808,Missoula,MT,Missoula,Missoula County,4695,304100,304800,305500,308100,311300,313200,313600,313000,313800,316800,319800,320600,312050.00
70448,29403,Charleston,SC,Charleston-North Charleston,Charleston County,4696,446700,456400,462500,466200,466700,464000,464100,468800,473400,477700,481500,483500,467625.00
96043,90062,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,4697,511100,516800,520400,525200,533200,542200,549600,555800,561000,566300,569100,569300,543333.33
58676,2186,Milton,MA,Boston-Cambridge-Newton,Norfolk County,4698,644700,651500,655800,658500,662100,665700,667800,671200,676600,681700,683500,683700,666900.00
77677,45440,Kettering,OH,Dayton,Montgomery County,4699,184000,185000,185900,187100,188700,190100,190900,191100,191800,193000,193700,193900,189600.00
99607,98166,Burien,WA,Seattle-Tacoma-Bellevue,King County,4700,580000,585300,585700,583100,583000,583200,579700,575500,574300,571700,567900,567300,578058.33
66122,19977,Smyrna,DE,Dover,Kent County,4701,229000,232600,236300,237800,238100,238700,239700,240700,241400,242400,243500,244400,238716.67
72396,33067,Coral Springs,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,4702,458800,462600,464000,464400,466300,468600,469200,469600,469800,470000,469700,469500,466875.00
74203,37148,Portland,TN,Nashville-Davidson--Murfreesboro--Franklin,Sumner County,4703,154800,156800,158000,158700,159900,161500,163000,163900,165300,167900,170800,172400,162750.00
90922,75455,Mount Pleasant,TX,Mount Pleasant,Titus County,4704,115000,115000,114800,115100,115800,116500,117600,119200,120800,121700,121900,121900,117941.67
96337,91302,Calabasas,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,4705,1314400,1314400,1314600,1317000,1322400,1326800,1331100,1335300,1334400,1331300,1329700,1329400,1325066.67
75904,41071,Newport,KY,Cincinnati,Campbell County,4706,112300,114500,116400,117200,117500,118300,119400,120400,120900,121300,121600,121500,118441.67
63477,14220,Buffalo,NY,Buffalo-Cheektowaga-Niagara Falls,Erie County,4707,120100,122000,123600,124900,126700,128300,129700,131200,132500,133000,133300,133500,128233.33
63644,14623,Henrietta,NY,Rochester,Monroe County,4708,134900,132700,130800,129700,129400,129900,130300,130200,129900,129600,129900,130500,130650.00
71718,31906,Columbus,GA,Columbus,Muscogee County,4709,47800,49400,52100,53900,55400,56400,58000,59900,62700,65100,66300,66900,57825.00
89247,71909,Hot Springs Village,AR,Little Rock-North Little Rock-Conway,Saline County,4710,176100,176000,176300,176900,178300,179600,180000,179800,179800,180100,180000,179600,178541.67
90705,75119,Ennis,TX,Dallas-Fort Worth-Arlington,Ellis County,4711,137400,140500,143700,146600,149400,151800,154200,155700,155600,154800,155200,156200,150091.67
99313,97470,Roseburg,OR,Roseburg,Douglas County,4712,174900,176300,178000,179900,183200,186700,189300,191700,193600,194600,196000,197600,186816.67
72997,34103,Naples,FL,Naples-Immokalee-Marco Island,Collier County,4713,548000,563800,578800,595700,616600,634400,641800,644700,644500,642000,639300,639800,615783.33
90611,75001,Addison,TX,Dallas-Fort Worth-Arlington,Dallas County,4714,335600,340100,343200,344600,345500,346500,346300,345200,344600,344500,346500,350400,344416.67
96857,92394,Victorville,CA,Riverside-San Bernardino-Ontario,San Bernardino County,4715,232500,234000,234900,236100,238000,240300,242400,243600,243900,244300,245100,246200,240108.33
77935,46052,Lebanon,IN,Indianapolis-Carmel-Anderson,Boone County,4716,143000,145000,147000,147600,147900,149200,151100,152100,152700,153600,154500,154800,149875.00
96203,90680,Stanton,CA,Los Angeles-Long Beach-Anaheim,Orange County,4717,519200,525500,530200,532700,534500,537300,540200,544300,548100,551500,554200,557300,539583.33
77182,44446,Niles,OH,Youngstown-Warren-Boardman,Trumbull County,4718,61700,61600,61500,61500,62400,63900,65600,66800,67700,68500,69000,69000,64933.33
86300,64052,Independence,MO,Kansas City,Jackson County,4719,83400,83600,83700,84000,84800,86000,87100,88100,89300,90400,91400,92000,86983.33
71013,30291,Union City,GA,Atlanta-Sandy Springs-Roswell,Fulton County,4720,117200,119300,120800,122000,123100,123500,123700,124400,125800,128500,131200,132600,124341.67
70392,29303,Spartanburg,SC,Spartanburg,Spartanburg County,4721,78400,80000,81600,82700,83000,83000,83500,84200,85000,86700,88700,89900,83891.67
78957,48083,Troy,MI,Detroit-Warren-Dearborn,Oakland County,4722,222200,224800,226800,228600,231700,234300,235100,235200,236200,237300,237900,238500,232383.33
68720,25705,Huntington,WV,Huntington-Ashland,Cabell County,4723,98000,98100,98100,98000,98700,99300,99600,100200,101100,102600,104300,105700,100308.33
58527,1867,Reading,MA,Boston-Cambridge-Newton,Middlesex County,4724,604700,608700,609900,610800,611500,610300,608200,605500,600800,597900,600000,604700,606083.33
94423,84058,Orem,UT,Provo-Orem,Utah County,4725,289600,294100,297600,301000,304900,309000,312300,316000,321900,329000,335100,339100,312466.67
97999,95131,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,4726,1092000,1112700,1129500,1142100,1158300,1170300,1172000,1172100,1176600,1176100,1165400,1158200,1152108.33
69880,28352,Laurinburg,NC,Laurinburg,Scotland County,4727,75300,76300,77200,77900,78900,80000,81100,82400,83100,83600,84100,84500,80366.67
78299,46845,Fort Wayne,IN,Fort Wayne,Allen County,4728,218000,220100,222300,224300,226300,228300,230400,232300,233600,235300,237400,239100,228950.00
60318,6451,Meriden,CT,New Haven-Milford,New Haven County,4729,162700,162900,162100,162000,162600,163200,164000,165200,166100,166800,167100,167100,164316.67
91021,75662,Kilgore,TX,Longview,Gregg County,4730,144300,140600,136200,133700,132300,131400,130900,130900,132200,133000,131500,129400,133866.67
93036,79706,Midland,TX,Midland,Midland County,4731,259400,264200,269200,273700,280000,286700,291900,295100,298200,303100,308800,312900,286933.33
76947,44024,Chardon,OH,Cleveland-Elyria,Geauga County,4732,222200,223100,224000,225100,226300,227400,228200,229700,231700,233700,235900,237800,228758.33
81156,53027,Hartford,WI,Milwaukee-Waukesha-West Allis,Washington County,4733,231300,233700,236500,237900,239400,240000,239000,238400,240300,243000,244800,245500,239150.00
99956,98671,Washougal,WA,Portland-Vancouver-Hillsboro,Clark County,4734,378200,381200,384000,387200,391600,395200,397300,398500,399400,400100,401600,403500,393150.00
60487,6877,Ridgefield,CT,Bridgeport-Stamford-Norwalk,Fairfield County,4735,620200,620800,620100,620000,622600,625000,623400,620700,619500,618000,616000,615300,620133.33
78507,47250,Madison,IN,Madison,Jefferson County,4736,110700,114300,117700,119800,121400,122400,124000,126900,130000,131700,132500,133100,123708.33
88959,71220,Bastrop,LA,Bastrop,Morehouse Parish,4737,76700,77500,78400,79000,79400,79500,79600,80100,80600,80900,81000,81100,79483.33
96555,91932,Imperial Beach,CA,San Diego-Carlsbad,San Diego County,4738,584600,595600,603200,605300,604900,604200,605000,607600,611000,615700,618800,620000,606325.00
77151,44406,Canfield,OH,Youngstown-Warren-Boardman,Mahoning County,4739,187300,188600,190200,191500,193000,194700,196300,197300,198100,199200,200100,200300,194716.67
91682,77033,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,4740,86800,87700,88400,88900,89000,89600,91400,93400,94500,95700,97900,100200,91958.33
72629,33470,Loxahatchee Groves,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,4741,336100,339100,340900,341700,343100,345200,347100,348600,349600,350100,350600,351500,345300.00
94465,84105,Salt Lake City,UT,Salt Lake City,Salt Lake County,4742,430400,436700,442400,445500,447100,448500,450100,450100,448500,449000,452900,457600,446566.67
98138,95358,Modesto,CA,Modesto,Stanislaus County,4743,251300,255100,257000,257900,259000,261400,263200,263200,264300,267000,270000,272400,261816.67
99950,98664,Vancouver,WA,Portland-Vancouver-Hillsboro,Clark County,4744,293200,294300,295500,297000,299200,301400,303300,304700,306400,308900,311600,313500,302416.67
67164,22150,Springfield,VA,Washington-Arlington-Alexandria,Fairfax County,4745,447300,453000,456900,458100,459400,460700,461500,462000,462300,462100,461700,462100,458925.00
66565,20705,Beltsville,MD,Washington-Arlington-Alexandria,Prince Georges County,4746,320400,326100,332800,338900,343900,346100,346400,347500,349800,351900,353200,354300,342608.33
67659,23324,Chesapeake,VA,Virginia Beach-Norfolk-Newport News,Chesapeake City,4747,157000,157400,157600,157500,158000,159100,160400,160900,161000,161500,162700,163700,159733.33
